,Phrase,Classe réelle,Classe prédite
238,back in s chuck norri use to be synonym for the action film he couldn t of cours top the success and fame of big action name like sylvest stallon or arnold schwarzenegg but sheer quantiti of hi film guarante that he wa household name among shoot em up and beat em up genr aficionado that quantiti wa mostli provid by cannon group prolif product compani that domin the b movi market in previou decad by flood it with cheap formula and more often than not unwatch genr product the hitman action thriller direct by chuck s brother aaron is one of the last among them chuck norri here play seattl cop betray shot and left for dead by hi partner which shouldn t surpris anyon consid the fact that the partner is be play by michael park specialis for role of usual veri mean charact surviv the shoot cop is pronounc dead and hire as deep undercov agent he infiltr the underworld circl in seattl and becom their top hitman use hi abil to start brutal war between three major crime organis italian french canadian and iranian sinc it is rather absurd to expect great act abil from chuck norri at least not in thi kind of movi the biggest attract of thi film should have been action well the action in thi film fall flat it is bore repetit and not at all excit it is noth more than monoton seri of scene that contain violenc too brutal even for thi type of film we know veri littl about norri charact while on the other hand gangster are portray with more human dimens in the end we almost feel sorri for them sinc they are shown total powerless against norri and hi unstopp and bloodi crusad dure the film somebodi obvious becam awar of that problem so the screenwrit introduc the subplot deal with the black boy who get adopt by norri that caus anoth problem ani question about natur of that relationship had to be quash with anoth subplot thi one deal with ladi lawyer who sleep with the hero and get kill after fulfil that screenplay oblig the photographi in thi film is dark set is depress and thi forgett piec of s style cinema leav viewer without ani reason to justifi the hour and half spent in watch it ,0,0
239,octob sky is a rare odditi in cinema a self proclaim uplift film that is actual uplift base on the autobiograph book by homer hickam rocket boy octob sky tell the struggl of four boy reach for their dream it s and for the boy of coalwood west virginia there s not much hope of a rosi futur coalwood is a coal mine town and except for the few lucki one who manag to escap on a footbal scholarship most of coalwood s boy are destin to work in the mine but in octob an event happen that spark one boy to dream the launch of the soviet satellit sputnik set homer hickam jake gyllenha to dream a futur of rocketri and space travel of cours homer s parent chri cooper and natali canderday aren t quit sure what to make of their son s unusu interest homer get hi strongest encourag from miss riley laura dern a teacher in hi school who also inform him about the scholarship offer to the winner of a nation scienc fair and so with star in hi eye and thought of scholarship in hi head homer enlist the help of three other boy william lee scott chad lindberg and chri owen and begin to build a rocket but do these four backwood boy even have the slightest hope of escap their destini there is a lot that could have gone wrong with octob sky nearli everi sequenc flirt with becom syrupi and clich howev miracul octob sky avoid nearli all of these pitfal make the exact right move at the exact right time a film emerg which manag to be power and move without slip into the gauzi haze of nostalgia or slide down the sugarri slope of sappi jake gyllenha is outstand as the kid at the center of thi film from the outset of the film he is immedi likabl and never seem too corni or braini as to alien the audienc unfortun while octob sky focus on homer the other three kid get the short end of the stick they remain littl more than placehold read insert friend here of the adult in the film chri cooper is the most fulli realiz charact the film never paint him as mere the villain parent stand in the way of hi child s dream but instead show the multihu portrait of a man who want the best for hi famili and town but is too stubborn to realiz what that is director joe johnson deserv much credit for success navig the mani obstacl that octob sky manag to dodg howev there are still a few occas when he allow thing to proceed just a step too far scene which were natur and inspir start to becom contriv and artifici howev these laps are minim and johnson quickli steer the movi back on cours the problem with mani so call uplift film is that they attempt to forc their mediciney good down your throat octob sky never resort to that level and yet manag to becom a truli uplift film pure on it own merit ,1,1
240,the first in a veri long list of thing wrong with i still know what you did last summer is the titl think about it for a second if the last movi wa call i know what you did last summer wouldn t the next movi have to be i still know what you did two summer ago if anyon work on thi movi had an i q greater than five would have thought about it logic and said hey wait a minut but ala the peopl behind thi film are obvious idiot so i won t hold them to that what i will hold them to is the fact that they have a pretti bad movi on their hand even for a teenag slasher flick i guess i m one of the few critic who actual kind of like the origin film emphasi on the kind of it wasn t great or anyth and mayb not even necessarili good but at least it didn t have me glanc at my watch everi minut or so like it s sequel did there are just so mani problem with thi movi that it s hard tri to figur out where to start first of all i guess is the set the movi offer no ration reason whi the film had to take place in the bahama other than the fact that the produc want a seasid set exactli whi doe the fisherman want to go through all the troubl of fake a radio contest to get juli jame jennif love hewitt one of the onli survivor of the first film and her new colleg buddi out to the island befor he hack them up the movi suffer from thi kind of logic all the way through in one scene juli is in a tan booth at a desert gym when the hook fisherman with the slicker come in and seal up the booth so the damsel in distress can t get out no matter how hard she tri when juli discov she s go to slowli fri to death she scream for help and her friend come to her rescu now thi is all fine and dandi except for one thing instead of spend five minut tri to bust open the booth whi not just turn the freakin thing off in anoth scene one of the charact after have their signific other all but decapit by the man in the slicker say to juli just don t tell anybodi it rain the whole time oh yeah i ve just been terror by a hook wield sociopath and had some of my best friend gruesom slaughter but hey i ll crack joke anyway after all it is in the script the film s onli save grace are a few well execut suspens sequenc and a realli cool cameo by the re anim himself jeffrey comb he bring some good comic relief and life to an otherwis limp movi way to go jeffrey i have a hunch that the reason thi film fizzl while the first one at least kept it s head abov water is the recent absenc of writer kevin williamson with scream and even it s sequel he display a real talent as a screenwrit hi ear for dialogu and the terrif end he put on all hi film make him a standout from all the rest of the horror writer and i think i still know ha realli suffer by not have him on board the cool atmospher is still there thi time around but i just didn t like the charact or the write as much as i did in the first one even though the movi doesn t have williamson it still ha a hacki end tri to do what kevin did with the first two scream s by some may consid thi a spoiler but if you have seen ani horror movi whatsoev then you should be abl to guess the ident of the madman within twenti minut have two killer and thi time have one of them be a famili member to the other i think someon in the audienc put it best when after the movi had end with anoth the killer is back cliffhang he said who is thi time the grandma all in all i still know tri to be as success as the first the film wa but realli fail in the attempt i mean it s okay when slasher movi rip off each other but when they start copi themselv ,0,0
241,mission to mar is one of those annoy movi where in the middl of the movi you get the sneak suspicion that the reason the trailer look so good is becaus they showcas all the best part of the movi all five minut of it mission doe give you payoff but when it doe come it s too littl too late mission ha some good idea but they get lost in the unbear bore deliveri dime a dozen dialogu and spate of good actor wast in cardboard cutout role i m sure the director and writer were veri proud of each hallmark moment they came up with so they stretch each dramat moment out like silli putti until it lose all it charm glanc don t commun ani deeper emot just becaus you draw them out for five hour on end the film spend an hour on thi kind of stuff build to it climax a lot of it is a clich glorif of famili relationship marriag friendship unit we stand divid we fall kind of crap there are some spectacular special effect sequenc in thi film and i give it point for tri to stay true to the scienc i know tri is the key word here the sequenc with the martian demonstr their histori is oddli beauti and touch but as mention by then we re so sick of the goddamn thing we want the movi to be over great design good intent but no cigar if you re not a die hard sci fi fx or jerri o connel fan hi charact is the onli one who ha some semblanc of charact don t wast your eight buck on thi and what the hell tim robbin die halfway through the movi in a stupid way too that s just unforgiv ,0,0
242,battlefield long bore and just plain stupid battlefield earth a film review by michael redman copyright by michael redman in my mid teen year i had a horrend re occur nightmar behind the wheel of a car i wa drive down a straight road in the middl of a desert no sceneri except the horizon line and the converg parallel line of the highway no matter what i did the view didn t chang travel but not get anywher each time i awok in a sweat terrifi you don t have to be carl jung to understand that dream powerless to make chang trap in a bore situat with no hope of rescu thi is the stuff of nightmar whether we are asleep or awak thi is exactli how you will feel minut after battlefield earth begin for all of it flash and style l ron hubbard s scienc fiction epic is the earliest and best entri for the dullest summer film of dull and stupid in the year the psychlo alien have rule our planet for year human either work as slave labor in mine oper or live as barbarian there s no hope the futur is bleak then the psychlo make a mistak and captur feisti jonni goodboy tyler barri pepper who organ a revolut against chief of secur terl john travolta and the alien race it s an archetyp post apocalypt plot full of promis consid some of the talent involv and all the million thrown at the screen it s difficult to see how it could have fail so miser but it doe the stori is so full of hole that it fall apart within minut of the open credit are we realli suppos to believ that after a millennium of look for gold the psychlo never discov fort knox or that fighter plane are still in pristin condit after all that time and gass up or that the cavemen becom such expert pilot in seven day that they can easili down the advanc alien ship or that the psychlo spi camera somehow don t notic that their slave are miss for day travolta pranc across the screen ham it up for all he s worth and is almost entertain almost the rest of the actor are wooden mannequin tri not to laugh while deliv line that no person man anim or not would ever utter some of the film look good but it also look so familiar a race of larg hulk ape like creatur ha taken over the world while our citi lie in ruin sound like someth charlton heston might be in the psychlo look like overweight klingon in gear from dune the final air battl between the air forc fighter and the psychlo ship in their high tech citi is someth georg luca might have been associ with it s too loud it s too oppress it s too slow it s too long far too long and on it goe the list of the problem with battlefield earth is endless it s difficult to find anyth in the film that doe work oh yeah the color scheme is nice the real question is how thi movi ever got made could it have someth to do with the fact that l ron hubbard wa the founder of scientolog and that john travolta is a member of the church that might explain whi travolta bought the right to the novel year ago but it doesn t give us a clue as to whi first time screenwrit corey mandel s atroci script wa use or whi the high profil project wa entrust with roger christian who had never befor direct a major film or whi no one look at thi thing befor it wa releas and realiz there might be problem the one bright spot is that no longer will kevin costner s the postman which i begrudgingli admit as a guilti pleasur be the big budget scienc fiction failur battlefield earth ha the honor sew up often review will recommend that you skip mediocr film and wait for the video that s not the case here you can act now and make the decis to not see it on the big screen or on the small one don t hesit strike now while the iron is cold ,0,0
243,a big hous a big director jan de bont of speed and twister fame a big star catherin zeta jone hot of the heel of entrap and zorro a big remak of the haunt and big special effect so what do they all amount to unfortun for us a big bore plot a hotshot doctor bring three insomniac to an old spooki mansion for control test unbeknownst to the patient the good doctor is actual conduct hi own cover project that ha to do with the psycholog of fear critiqu thi movi just didn t scare me one bit sure it creep and spook me out a littl here and there but on the whole it took waaaaay too long to get go provid veri littl meat in the plot went way past it own bedtim and basic reli on grunt the mutter of children s voic and over the top special effect to scare us well thi film didn t do much for me and they might as well have call it the haunt of lili taylor sinc she s basic the onli charact who had ani real depth background or reason to be in the hous in the first place don t get me wrong catherin zeta wa sweet window dress despit my continu percept of her faint mustach see entrap and owen wilson wa good as the standard comic relief but come on peopl if you re go to have us sit through two hour in a theater with these folk how bout give them a littl more than one liner as dimens neeson wa also wast as the smart british guy it s all too sad caus certainli the idea seem like a good one see the shine for a close to perfect exampl of a creepi gone awri but the stori wa thin the conclus wa laughabl be gone poof and the special effect well they sure were nice to look at but not for a moment did one of them scare or even for a split second have me believ that they were anyth more than hollywood special gadgetri see it for zeta jone or if you like special effect and scari movi that take forev to get go and provid veri littl payback otherwis skip it and check out the origin or the ultim movi about spooki home from the netherworld the shine littl known fact about thi film and it star goofi actor owen wilson co script indi favorit rushmor and bottl rocket with director we anderson hi brother luke wilson is also an actor who onc date drew barrymor for a year or so brother andrew is also an actor singer lisa loeb is list in the credit as have portray the charact of olivia moric but i person did not notic her she is well known for her number one singl stay i miss you and goofi glass the creak and moan heard throughout the hous were prerecord and play dure film in order to get a more natur express of fear out of the actor catherin zeta jone is current date flabbi ass actor michael sex is my life dougla she stand in actor michael rapaport plead guilti to the aggrav harass of lili taylor he wa order to stay away from her and undergo counsel for one year actor bruce dern who play the throwaway role of the gatekeep in thi film wa onc nomin for an oscar for best support actor for hi role in come home director jan de bont wa born in holland and began hi lengthi career as a cinematograph on film as die hard hunt for red octob and basic instinct direct by anoth dutchman paul verhoeven actor todd field also play a small but pivot role in stanley kubrick s last film eye wide shut he wa nick nightingal the pianist thi film wa origin titl the haunt of hill hous ,0,0
244,how do film like mous hunt get into theatr isn t there a law or someth thi diabol load of claptrap from steven speilberg s dreamwork studio is hollywood famili fare at it deadli worst mous hunt take the bare thread of a plot and tri to prop it up with overact and flat out stupid slapstick that make comedi like jingl all the way look decent by comparison writer adam rifkin and director gore verbinski are the name chiefli respons for thi swill the plot for what it worth concern two brother nathan lane and an appal lee even who inherit a poorli run string factori and a seemingli worthless hous from their eccentr father decid to check out the long abandon hous they soon learn that it s worth a fortun and set about sell it in auction to the highest bidder but battl them at everi turn is a veri smart mous happi with hi run down littl abod and want it to stay that way the stori altern between unfunni scene of the brother bicker over what to do with their inherit and endless action sequenc as the two take on their increasingli determin furri foe whatev promis the film start with soon deterior into bore dialogu terribl overact and increasingli uninspir slapstick that becom all sound and furi signifi noth the script becom so unspeak bad that the best line poor lee even can utter after anoth run in with the rodent is i hate that mous oh cring thi is home alon all over again and ten time wors one touch scene earli on is worth mention we follow the mous through a maze of wall and pipe until he arriv at hi makeshift abod somewher in a wall he jump into a tini bed pull up a makeshift sheet and snuggl up to sleep seemingli happi and just want to be left alon it s a magic littl moment in an otherwis soulless film a messag to speilberg if you want dreamwork to be associ with some kind of artist credibl then either give all concern in mous hunt a swift kick up the ars or hire yourself some decent writer and director thi kind of rubbish will just not do at all ,0,0
245,stuart littl is one of the best famili film to come out thi year it s a cute funni and veri good natur film that ha noth for parent to squirm over except a few mild cussword though i read the book a long time ago and i realli do not rememb what it wa about i do know that thi film doe not disappoint final a movi get releas that is as good as the trailer make it to be with a few surpris twist some veri funni moment and a few sentiment moment all mix in to one great littl movi stuart littl is a mous he ha final gotten a new home after be put up for adopt he now live with the littl a nice littl no pun intend famili that live in their apart next to central park in new york citi they have a littl boy georg play by the ador jonathan lipnicki and now they have a new son at first stuart take a while but he final adjust to be part of the famili and even get along with the pet cat georg doesn t take too well to have a mous for a brother at first but onc the two play togeth they instantli bond stuart howev is miss someth and he want to know who hi real parent are the littl tri and find hi parent and one day they show up on the doorstep want stuart back hesit the littl know what s best for stuart and so doe snowbal the pet cat he and hi friend tri to get stuart but in the end we find out the truth about stuart s past end up to a sentiment and veri heart warm end one thing i notic about the film instantli wa the fantast special effect just like in star war episod the phantom menac stuart littl and hi famili are all comput gener and they look fantast real from the detail of their fur to the detail of the way the walk the special effect team put a lot of time and effort on thi million dollar film and it show anoth movi that thi ha in common with is babe with it s talk anim and peopl understand them it ha a famili friendli atmospher and is never realli scari or suspens enough to even scare the youngest of kid michael j fox doe the voic of stuart himself and just like in the homeward bound movi doe a fantast job and bring more out of stuart than anyon els could he to me fit the charact perfectli and end up make stuart even more lovabl anoth gem of the film is nathan lane as snowbal when he wa timon in s the lion king i would have sworn he wa a comedian and now in stuart littl he bring the most out of snowbal and make him one of those charact we love to dislik for the human actor geena davi who never give a bad perform doe not disappoint here as well she fit nice in her charact and there is a good chemistri between her and hugh lauri who play mr littl both make us believ they are happili in love and marri and jonathan lipnicki as their song is even more ador than he wa in s jerri maguir even though stuart littl is complet cgi the human charact and stuart have a nice chemistri togeth and even make us believ they realli do care for each other stuart littl is ideal famili entertain for thi holiday season and will not disappoint youngster or adult for that matter we get entertain laugh cri and more fun at the movi thi season than probabl ani other movi it nice to see a pg rate movi out at christma that everyon can see even though it ha a million dollar budget i m sure it will make over that or just below it respect for all you parent out there tri to find a good famili movi i have yet to see bicentenni man as i write thi but as far as i know stuart littl and toy stori are by far the best famili film thi year a winner ,1,1
246,jessica lang is one of the most inconsist actress work today from time to time she blow away audienc with power intens perform on the other hand thi is the same woman who made her jaw droppingli aw featur debut in dino delaurentii king kong and much as lang would probabl prefer movi goer to develop amnesia regard that particular entri on her resum everi onc in a while she doe work that is reminisc of it if onli in qualiti hush is one such exampl lang is so bad here that she might have been fun to watch if the rest of the film wasn t such a prime exampl of motion pictur tedium the film open as mani so call psycholog thriller do by pose as a light drama we are introduc to jackson johnathon schaech last encount in tom hank that thing you do and helen gwyneth paltrow a pictur perfect young coupl who are veri much in love jackson is take helen home for the holiday so she can meet hi mother martha lang the moment i first saw martha i start look for fang soon the wick witch of the east is plot a way for her son to get helen pregnant thi involv poke a hole in a diaphragm onc that goal is accomplish she manipul event so that the expect coupl move out of new york citi to the hors farm where she live as long as she get her way martha is a perfectli amic person but when helen defi her it s a declar of war hush ha three veri simpl problem it s incred dumb it s incred bore and it s incred predict at least up to the stupefi end thi film ha absolut noth to recommend it with the except of a coupl of nice shot of snow cover field and a quick glimps of gwyneth paltrow s bare buttock frankli it s embarrass to watch a respect actress of lang s statur give a perform like thi it s like a bad blanch duboi the role she play in a tv version of a streetcar name desir meanwhil paltrow doe her best to get through her dialogu without gape at the stupid of some of her line and schaech attempt a passabl imit of an inanim object as in all psycholog thriller the battl line are clearli drawn here it s mom and against wife with jackson caught in the middl of cours sinc schaech s charact is poorli develop and badli act it s imposs to say how he feel about be in that situat mayb someon should ask him if he s familiar with oedipu martha is of cours the evil one how do we know she s evil she smoke cigarett and drink hard liquor two sure sign that the devil is at work on the other hand helen is a good girl the evid for thi is that she s nice to old ladi and treasur a locket with a pictur of her dead parent that s about it for charact develop beyond that point hush is just a seri of increasingli hard to swallow coincid contriv and moron plot twist howev the first minut are just a warm up for the end which is as anticlimact as it is profoundli dissatisfi i can t imagin anyon no matter what they thought of the movi as a whole like thi conclus either there wa some seriou last minut edit or someon left out a few page of the script befor the climax i dislik hush by the time the end credit start i hate it viewer invest someth in everi movi they watch no matter how good or bad it is cheat them like thi is offens and unpardon most entri into thi worn out worm eaten genr aren t especi good film like consent adult the hand that rock the cradl and singl white femal reli on stock plot and predict twist to propel the narr along in gener howev they re direct with a degre of compet that assur a level of sustain tension that s not the case with realli bad thriller like thi which fail to gener even a momentari heart palpit the charact are too bland and the plot is too uninvolv for anyon in the audienc to care inde the titl of thi movi probabl refer to what the produc hope viewer will do in lieu of tell their friend what they realli think of thi sorri piec of celluloid ,0,0
247,viru is a monster movi without a monster ani movi with a hurdl that larg to overcom had better be pretti damn good otherwis sadli viru doe not deliv on ani level the movi open with the russian space station mir about to transmit someth we never find out what to a big boat with lot of satellit on it sudddenli a wave of color lightn come fli through space and wind up destroy mir and use it to transmit itself to the aforement big boat cut to seven day later we meet donald sutherland and hi band of seafar vultur see they spend all their time sail around look for dead in the water ship to rescu and then collect the reward money at least i think that s what they do along with mani other thing in the film their reason for be out in the middl of the ocean isn t realli explain so they stumbl upon thi big boat with lot of satellit on it and decid to haul it back to russian water the onli problem is the crew start disappear one by one and turn into borg ye borg complet with the red laser beam in place of an eye appar thi alien lifeform can onli surviv if insid someth electr so it creat make shift machin and use human for spare part blah blah blah i could go on forev describ the ludicr so call plot but i won t suffic it to say the most origin thing about thi movi is have donald sutherland play an irish man everyth els in thi movi ha been taken from other better movi for exampl mani of the machin resembl those found in the littl seen japanes movi tetsuo the iron man and the plot is right out of alien the funni thing is i wa actual expect to enjoy thi movi i have a soft spot for cheesi monster movi like last year under appreci deep rise but viru as i mention earlier doesn t even have a monster it just ha a big pile of circuit and wire and expect the audienc to fear thi ridicul look contrapt viru is the type of movi that realli make you wonder what the screenwrit wa think about when he wrote it besid the lame monster it s chock full of dialogu that no real person would ever say and situat that no real person would ever allow themselv to get into for exampl there is a scene late in the movi in which one of the charact actual attempt to negoti with the alien now i don t know about you but if i came upon a lifeform that view mankind as a viru to be elimin i doubt that i would attempt to reason with it that make about as much sens as a babi squirrel calmli ask a fierc predat to spare hi life final viru isn t scari the least the filmmak could have done wa to make the movi just a littl scari as it is it s about as frighten as a box of cooki skip viru if it s a cool monster movi you want rent the far superior and the granddaddi of thi genr alien ,0,0
248,you would think that thi film s dismal failur would be due to american filmmak get hold of a brilliant british comedi and american it you d be wrong sinc full blame can be place on the veri folk who wrote and creat the seri rowan atkinson robin driscol and richard curti should you ever happen to meet those chap do me a favor grab them by the hair and yell realli loudli in their ear what were you think have you ever heard the phrase if it ain t broke don t fix it then walk away the film concern mr bean atkinson and hi visit to america while escort the paint of whistler s mother to an american buyer play by burt reynold in the type of bit part that hi success in boogi night should hope do away with now how or whi mr bean is sent on thi trip make no sens and i can t even describ how the film explain it the point is that mr bean come to america and caus wacki troubl problem problem problem where to begin first the score music from the tv show ha been complet replac by score that is either at time one note away from the score from beetlejuic or one note away from the score from rob roy then the song choic are total uninspir good vibrat i love l a wow don t put ani thought into that guy also bean make way too much nois in the film the charact doesn t speak much but in the seri you realli onli heard the laughter of the audienc and mayb the occasion murmur from mr bean each episod wa like a chaplin silent movi in the film bean is constantli moan grunt whine etc it s annoy and just plain wrong for the charact the main problem though is that it s just not funni with each episod of the seri there would be dozen of realli great laugh cram into less than minut multipli that run time by three howev and the laugh steadili decreas they even have the gaul to repeat joke from the seri sad and creativ lazi as a seri mr bean onli ran for about episod or so whi on earth did atkinson and the gang decid it wa time to complet rework everyth half hour episod certainli hadn t exhaust all possibl situat all i can say posit for the film at thi point is that it s almost appropri for all age if it wasn t for a coupl of scene where it appear as though mr bean is have sex with thing and even that isn t a veri posit statement pleas guy go back to england and go back to televis so you ll make me laugh again pg ,0,0
249,we could paraphras michel pfieffer s charact in danger mind and say that beyond rangoon start with an a that s fair enough all movi like all school children should be given the benefit of the doubt the chanc to succeed after all we like to think that the right combin of talent and effort can do wonder mountain can be move and good movi can be made yeah right children fail as do film as doe director john boorman s latest the success of beyond rangoon hing on the believ of patricia arquett ed wood true romanc as the busti western in peril wander about burma without a passport though we can stomach the mild plot contriv that get her there it s a tougher task to overlook the actress she s a lightweight as the first scene with narrat demonstr she doesn t have nearli enough rang for the emot that her charact a mother flee the memori of a murder husband and son is suppos to show she may give a stronger perform than say keanu reev in a walk in the cloud by not by much beyond rangoon is a veri physic appeal film thank to the practic craftsmanship of john boorman deliver excalibur hope and glori he keep the narr move no matter how muddi the stori or the heroin get whi he chose arquett remain a mysteri though mayb he wa think that the dramat weight of the stori would overcom ani cast defici but even after an hour of half state polit statement and murki mass kill we still don t know enough of what s happen in thi countri to feel distress for the charact or their situat empti exotic the technic credit in beyond rangoon are a curiou mix combin lush jungl photographi with bad blue screen work also odd is the obviou dub done to make some of the foreign charact sound less foreign and is it my mistak or do the same extra keep reappear as differ soldier doo doo doo doo twilight zone theme or opinion of movi you be the judg ,0,0
250,i know that funnest isn t a word fun is a noun and therefor can not be conjug like an adject but that s the word that came to me right after view chicken run no wonder thi is the kind of movi that reduc you to childish express like that wa the funnest movi i ve ever seen so to hell with webster s chicken run is one of the funnest movi i ve seen in a while i can t rememb the last time i ve seen anyth funner the chicken at tweedi s farm are up to someth live in a concentr camp like atmospher they are led by one plucki hen call ginger voic of julia sawalha who continu come up with plan for escap and alway get caught subsequ spend day after day in the coal box one night a brash american rooster fli in over the fenc call himself rocki mel gibson famou fli rooster and circu perform rocki promis to teach the chicken how to fli and the situat grow more desper as the nefari mr tweedi miranda richardson decid to abandon the farm s egg sell plan for a pie sell plan she order a huge pie make machin cackl chicken go in pie come out what sort of pie chicken pie of cours co director nick park and hi studio aardman anim produc three oscar win short film creatur comfort the wrong trouser and a close shave the latter two were the second and third instal of a trilog star the delight team wallac gromit a man and hi dog famou for get themselv into increasingli peculiar adventur part of what made the wallac film brilliantli entertain wa park s uncanni abil to make an old stori seem new the wrong trouser for exampl pull out a lot of old hitchcockian suspens trick and a close shave owe a great deal of inspir to classic detect stori but in the hand of park and hi team the stori felt fresh and inspir and not the least bit contriv now team with co director peter lord park ha creat a similar creatur in chicken run the plot is larg lift from the great escap watch for a quick refer to the ball bounc scene with some spielberg inspir action sequenc provid the excit thing is the film doesn t feel like it s been lift from somewher els chicken run feel fresh aliv like noth els ever done part of it is the origin idea who in the world came up with the idea to make a prison of war movi star chicken park and lord milk the incongru for all it s worth the charact treat their situat as if it were dead seriou and to them it is but they re chicken so it s funni to us anoth thing that help chicken run and most of park s film succeed is the anim subtl way of give nod to the veri film they re crib there are refer to the great escap obvious and stalag the chase sequenc insid the chicken grinder parodi both raider of the lost ark and indiana jone and the templ of doom there s even a nod to the blue brother if you can believ it and the filmmak even get in a littl light heart rib at the expens of their star voic actor take a coupl of veri subtl jab at mel gibson s nation and film histori the braveheart refer is a hoot if you catch it when you consid just how fine a line resid between a funni parodi and a redund one chicken run is downright brilliant in it execut consid thi sinc juli of last year i ve seen dozen upon dozen of blair witch project parodi on televis on the radio and onlin out of all those mayb one or two were amus the rest tiresom whi becaus onc you got past the thought that they re parodi that blair witch movi most of the parodi had noth to offer no insight no origin idea no greater purpos they were onli funni if you had seen the movi otherwis you got noth convers chicken run doesn t lean on it parodi the film refer are never the sole focu of ani scene if you ve never seen indiana jone the chase sequenc is still fun even if you have no idea who mel gibson is rocki remain an interest charact park lord and screenwrit karey kirkpatrick realiz that an audienc doe not need a parodi shove in their face befor it s understood and as a result chicken run is fill with visual and verbal jab that are never too obviou but not quit vagu either enjoy of thi movi doesn t requir knowledg of film histori but if you ve got it chicken run is that much richer the voic cast turn in uniformli live perform and the charact they play are given so mani subtl nuanc that it s hard not to fall in love with everi one of them ginger is perfect spunki and opinion but with a soft heart that forbid her to leav her companion behind and julia sawalha known as the cute mousi girl on absolut fabul nail it she ha warm human chemistri with gibson whose rocki hide hi person doubt under a brash gung ho veneer the charact inevit romanc doesn t feel contriv but sweet poor mr tweedi toni haygarth suspect the chicken are organ in some way but hi limit intellect prevent him from figur thing out and hi overbear wife certainli isn t ani help jane horrock deliv a love voic character as tragic optimist bab a hen that run away with most of the best one liner all while perpetu crochet a sweater and two suppli trade rat that seem to have walk straight out of a monti python sketch nearli steal the show dure the live central swing danc sequenc they even come up with an inspir riff on someth that s baffl scholar and theologian alik for decad the chicken vs egg dilemma one might have expect thi inevit joke to come off as wearisom but as with most of chicken run it come as a delight surpris the film manag to cross all barrier it should be access to both children and adult brit and yank rat and chicken the anim is first rate rememb that thi wa all done the old fashion way with actual human move clay figurin around on a tini set bit by painstak bit and you see just how truli remark chicken run realli is thi movi possess that same qualiti that make pixar studio anim great precis and unwav attent to detail as in such top notch famili fare as a bug s life or toy stori chicken run ha someth to offer in nearli everi frame certainli a passiv viewer can enjoy it as a straightforward stori with a worthwhil moral and some surprisingli touch scene but a activ attent viewer will enjoy it even more becaus they ll catch all the detail anyway the movi s just a boatload of fun funnest damn movi i ve seen all year ,1,1
